ID	chr	start	end	strand
NM_012017	chr13	55206670	55236432	+
NM_012018	chr2	34965012	35034342	+
NM_012019	chrX	45828121	45866740	-
NM_012020	chr9	98856026	98858545	+
NM_012021	chr19	6981309	6984135	-
NM_012023	chr12	111723949	111821284	+
NM_012024	chr12	76551868	76697187	-
NM_012025	chr15	99450928	99482087	-
NM_012026	chr13	98668550	98976120	-
NM_012027	chr11	59475997	59594362	+
NM_012028	chr3	152483674	152645171	-
NM_012029	chr9	21876690	21889871	-
NM_012030	chr11	115024655	115042492	+
NM_012031	chr15	36109285	36164932	+
NM_012032	chr2	163449009	163470879	-
NM_012033	chr9	76799505	76893588	-
NM_012034	chr17	25507498	25511387	+
NM_012035	chr13	56874459	56997150	-
NM_012037	chr11	101320062	101327513	-
NM_012038	chr12	11332051	11443455	-
NM_012039	chr9	48863686	48886878	+
NM_012040	chrX	70901331	70905193	-
NM_012042	chr6	47404323	47476138	+
NM_012043	chr9	58004071	58007028	-
NM_012044	chr4	138433857	138438729	+
NM_012045	chr4	138306448	138313513	-
NM_012046	chr2	172805343	172819077	+
NM_012047	chr8	90856210	90886090	-
NM_012048	chr13	97250642	97312534	-
NM_012049	chr1	173272368	173275776	-
NM_012050	chr13	49678116	49687978	+
NM_012051	chr3	87329500	87344080	+
NM_012052	chr7	106626407	106632219	-
NM_012053	chr15	76734501	76736748	+
NM_012054	chr13	20885982	21116123	+
NM_012055	chr6	7625171	7643182	-
NM_012056	chr6	56782053	56829354	+
NM_012057	chr6	29476625	29487320	+
NM_012058	chr1	184054868	184062546	+
NM_012060	chrX	70931517	70961543	-
NM_012061	chr14	13205077	13655593	-
NM_012065	chr11	120308921	120314814	-
NM_013415	chr11	69413252	69419462	-
NM_013454	chr4	53043661	53172767	-
NM_013455	chr15	89398757	89405016	+
NM_013456	chr19	4861216	4877909	-
NM_013457	chr5	34916313	34974957	+
NM_013458	chr6	86028042	86074403	+
NM_013459	chr10	79353598	79355400	+
NM_013460	chr2	131371093	131388021	-
NM_013461	chr14	67254088	67352299	+
NM_013462	chr8	28336248	28340060	-
NM_013463	chrX	131122708	131135544	-
NM_013464	chr12	36182651	36219661	-
NM_013465	chr16	22892088	22899524	+
NM_013467	chr19	20676472	20717952	+
NM_013468	chr19	36186455	36194334	-
NM_013469	chr14	26661641	26706290	+
NM_013470	chr5	97222404	97274987	+
NM_013471	chr6	86686834	86743578	-
NM_013472	chr11	54792455	54846973	-
NM_013473	chr14	34899165	34913754	+
NM_013474	chr1	173155185	173156510	+
NM_013475	chr11	108256611	108275710	+
NM_013476	chrX	95344096	95518557	+
NM_013477	chr8	108048370	108089940	-
NM_013478	chr5	138422749	138431460	+
NM_013479	chr9	75195565	75199447	+
NM_013481	chr15	76283426	76307699	-
NM_013482	chrX	131076880	131117679	-
NM_013483	chr13	23548862	23557770	-
NM_013484	chr17	34999547	35019045	-
NM_013485	chr15	6395333	6448476	+
NM_013486	chr3	101079831	101091862	-
NM_013487	chr9	44789869	44795135	+
NM_013488	chr6	124814711	124838227	-
NM_013489	chr1	173769828	173820849	+
NM_013490	chr19	3851773	3894369	+
NM_013491	chr6	42236684	42264655	+
NM_013492	chr14	66587320	66600385	+
NM_013493	chr6	87792609	87801100	-
NM_013494	chr8	67071351	67171906	-
NM_013495	chr19	3323301	3385733	+
NM_013496	chr9	54612555	54620917	+
NM_013497	chr4	43575506	43579932	+
NM_013498	chr18	3266352	3327589	-
NM_013499	chr1	196929982	196957764	-
NM_013500	chr13	89680241	89751437	+
NM_013501	chr17	31814876	31818675	+
NM_013502	chr5	33590372	33617653	-
NM_013503	chr5	38710748	38713762	+
NM_013504	chr18	20241973	20273274	-
NM_013505	chr18	20189134	20218055	-
NM_013506	chr16	23107541	23114205	+
NM_013507	chr7	118211499	118226544	-
NM_013508	chr10	92710161	92773904	-
NM_013509	chr6	124710071	124719691	-
NM_013510	chr2	156246645	156368950	+
NM_013511	chr10	25128174	25243324	+
NM_013512	chr18	33955981	34166860	-
NM_013513	chr2	120843627	120862613	-
NM_013514	chr14	71001991	71029961	-
NM_013515	chr2	35169510	35192529	-
NM_013516	chr19	11690011	11698209	-
NM_013517	chr8	3681737	3694174	-
NM_013518	chr14	58691523	58731557	+
NM_013519	chr8	123640071	123642794	+
NM_013520	chr7	52386559	52391802	-
NM_013521	chr17	18013435	18020903	-
NM_013522	chr8	42482808	42502472	-
NM_013523	chr17	89384292	89600015	-
NM_013524	chr2	25279214	25281893	+
NM_013526	chr4	9771519	9789492	+
NM_013527	chr12	8304724	8308760	-
NM_013528	chr6	86992840	87042201	+
NM_013529	chr11	49607657	49652122	+
NM_013530	chr6	124784258	124790293	-
NM_013531	chr3	32479254	32515512	-
NM_013532	chr10	51210704	51216417	+
NM_013533	chr6	124808463	124813935	-
NM_013534	chr6	124791113	124807705	-
NM_013535	chr6	124689202	124691097	-
NM_013536	chr6	124654388	124662196	-
NM_013538	chr6	124780194	124783719	+
NM_013539	chr6	124758936	124760634	+
NM_013540	chr3	80488858	80606713	-
NM_013541	chr19	4035411	4037912	-
NM_013542	chr14	56877673	56881171	-
NM_013543	chr17	34162978	34165000	-
NM_013544	chr17	36459805	36463095	-
NM_013545	chr6	124670725	124683172	-
NM_013546	chr6	135087537	135118233	-
NM_013547	chr16	37580239	37632112	+
NM_013548	chr13	23635921	23636823	+
NM_013549	chr3	96043702	96044257	-
NM_013549_dup1	chr3	96049420	96049975	+
NM_013550	chr13	23853754	23854255	-
NM_013551	chr9	44144431	44152311	-
NM_013552	chr11	40514890	40546939	-
NM_013553	chr15	102864826	102867283	+
NM_013554	chr2	74529948	74533163	+
NM_013555	chr2	74535820	74538265	+
NM_013556	chrX	50341255	50374837	+
NM_013557	chr5	144578661	144663586	+
NM_013558	chr17	35109648	35116173	+
NM_013559	chr5	150419420	150438890	-
NM_013560	chr5	136363789	136365433	+
NM_013561	chr9	48707318	48719204	-
NM_013562	chr12	40929716	40949776	-
NM_013563	chrX	98459724	98463594	-
NM_013564	chr8	74213151	74214476	+
NM_013565	chr11	94905789	94938028	-
NM_013566	chr15	102046426	102062366	-
NM_013568	chr6	126658347	126690692	-
NM_013569	chr5	23825407	23857422	-
NM_013570	chr11	99884948	99891182	-
NM_013571	chr11	78826942	78959975	-
NM_013580	chr7	54116633	54133512	+
NM_013581	chr11	113510843	113523715	+
NM_013582	chr17	89140889	89191316	-
NM_013584	chr15	7090542	7147489	+
NM_013585	chr17	34319044	34324275	-
NM_013586	chr6	82984218	83002558	+
NM_013587	chr5	35434155	35448346	-
NM_013589	chr12	86124162	86217445	-
NM_013590	chr10	116724851	116729924	-
NM_013591	chr10	79127319	79131281	+
NM_013592	chr2	164215129	164230318	-
NM_013593	chr15	76845917	76881098	-
NM_013594	chr18	74427942	74442338	+
NM_013595	chr10	79855284	79862276	-
NM_013596	chr18	68497257	68499365	+
NM_013598	chr10	99478455	99563049	+
NM_013599	chr2	164773719	164781350	+
NM_013600	chr17	35165550	35183567	-
NM_013601	chr13	53562250	53568149	-
NM_013602	chr8	96702989	96704227	+
NM_013603	chr8	96676507	96678048	+
NM_013604	chr3	89013003	89018257	-
NM_013605	chr3	89032978	89037303	+
NM_013606	chr16	97757690	97782506	+
NM_013607	chr16	14194620	14291501	-
NM_013608	chr10	127472402	127485693	+
NM_013609	chr3	102273842	102324936	+
NM_013610	chr13	49282916	49291620	+
NM_013611	chr10	60880720	60888086	+
NM_013612	chr1	74421777	74432625	+
NM_013613	chr2	56959637	56967449	-
NM_013614	chr12	17551679	17558308	+
NM_013615	chr2	29745583	29778058	+
NM_013616	chr7	111054856	111055961	+
NM_013617	chr7	111041324	111042985	-
NM_013618	chr7	111029820	111030755	-
NM_013619	chr7	110935726	110940344	-
NM_013620	chr7	110925910	110926857	-
NM_013621	chr7	110915791	110920108	-
NM_013622	chr4	131666641	131700401	-
NM_013623	chr4	63017196	63020545	+
NM_013624	chr7	53496357	53566804	+
NM_013625	chr11	74487451	74537886	-
NM_013626	chr1	99717671	99992209	-
NM_013627	chr2	105516286	105538567	+
NM_013628	chr13	75227435	75269946	+
NM_013629	chr3	103772181	103811414	+
NM_013630	chr17	24686895	24733459	+
NM_013631	chr3	88940064	88950516	+
NM_013632	chr14	51563978	51573087	+
NM_013633	chr17	35642977	35647722	+
NM_013634	chr11	98014975	98054220	-
NM_013635	chr12	33638810	33664367	+
NM_013636	chr5	122608288	122625278	+
NM_013637	chr16	10796425	10796916	-
NM_013638	chr16	10790601	10791007	-
NM_013639	chr15	98885605	98889409	+
NM_013640	chr8	108459628	108462292	-
NM_013641	chr8	86190539	86194002	+
NM_013642	chr17	26642536	26645417	-
NM_013643	chr7	54333170	54389054	-
NM_013645	chr15	78021542	78036830	-
NM_013646	chr9	68501593	69236053	+
NM_013647	chr7	29135708	29137717	+
NM_013648	chr7	19867973	19881513	+
NM_013649	chr9	102737250	102810637	+
NM_013650	chr3	90472993	90473956	+
NM_013651	chr10	80261480	80267667	+
NM_013652	chr11	83476086	83478185	+
NM_013653	chr11	83339281	83344020	-
NM_013654	chr11	81859214	81861025	+
NM_013655	chr6	117118553	117131386	+
NM_013657	chr5	17080634	17236085	+
NM_013658	chr3	88239884	88259683	-
NM_013659	chr7	87331727	87371410	+
NM_013660	chr13	51796617	51889116	-
NM_013661	chr16	35541448	35664344	+
NM_013662	chr17	56262508	56273275	-
NM_013663	chr17	29169605	29180317	+
NM_013664	chr17	56156173	56176060	-
NM_013665	chr3	66777191	66785693	-
NM_013666	chr18	77424586	77494189	+
NM_013667	chr17	12777055	12821354	+
NM_013668	chrX	148667770	148713642	+
NM_013669	chr9	86659230	86775284	-
NM_013670	chr7	67127381	67150085	-
NM_013671	chr17	13200705	13210985	+
NM_013672	chr15	102236747	102266835	+
NM_013673	chr1	87546563	87606572	+
NM_013674	chr13	30841102	30858850	+
NM_013675	chr12	77681475	77811534	-
NM_013676	chr7	29099915	29123738	-
NM_013677	chr2	26768898	26772050	-
NM_013678	chr2	26771941	26775690	+
NM_013679	chr2	164142487	164144186	+
NM_013680	chrX	20437637	20498044	-
NM_013681	chr6	115084920	115226581	+
NM_013683	chr17	34324501	34334170	+
NM_013684	chr17	15636852	15654391	+
NM_013685	chr18	69504146	69847621	+
NM_013686	chr17	13109195	13117933	+
NM_013687	chr17	28203692	28217529	-
NM_013688	chr17	45660383	45679626	+
NM_013689	chr5	73146957	73259687	-
NM_013690	chr4	94405980	94541667	+
NM_013691	chr3	89019109	89030759	+
NM_013692	chr15	38224161	38230466	-
NM_013693	chr17	35336312	35338952	-
NM_013694	chr16	10788028	10788748	-
NM_013696	chr15	44027681	44067458	+
NM_013697	chr18	20823751	20832827	+
NM_013698	chr5	73087217	73127841	-
NM_013699	chr9	113840052	113886319	+
NM_013700	chr6	124765037	124779502	-
NM_013701	chr1	90097186	90116577	+
NM_013702	chr5	140019852	140024132	+
NM_013703	chr19	27291510	27328721	+
NM_013705	chr7	30569809	30579559	+
NM_013706	chr4	133649453	133650988	-
NM_013707	chr16	88825536	88826390	-
NM_013708	chr9	59790578	59797886	-
NM_013709	chr12	31596534	31645025	+
NM_013710	chr17	29497859	29516480	+
NM_013711	chr16	18426510	18479166	+
NM_013712	chrX	98644448	98648880	+
NM_013713	chr16	88829254	88830089	+
NM_013715	chr1	10014681	10028240	-
NM_013716	chr11	55283254	55314389	+
NM_013717	chr11	61318646	61326433	+
NM_013718	chr4	125939649	125953127	+
NM_013719	chr2	118214353	118300970	+
NM_013720	chr2	119722964	119795317	+
NM_013721	chr2	26766327	26768831	+
NM_013722	chr10	85511491	85961641	-
NM_013723	chr6	31469493	31513937	-
NM_013724	chrX	135448969	135543629	+
NM_013725	chr7	52377758	52379759	-
NM_013726	chr5	8396969	8422716	-
NM_013727	chr9	117949640	117974214	+
NM_013728	chr2	85503534	85504612	-
NM_013729	chr1	182623179	182627165	-
NM_013730	chr1	173697263	173731315	+
NM_013731	chr2	162813217	162839875	+
NM_013732	chr13	100668438	100670638	-
NM_013733	chr17	56179839	56207449	+
NM_013734	chr1	174153639	174188555	-
NM_013735	chr2	121020571	121097143	-
NM_013736	chr4	135559285	135577564	-
NM_013737	chr17	43705400	43749150	+
NM_013738	chr12	79989684	80007925	-
NM_013739	chr13	55624596	55629899	-
NM_013741	chr17	13414054	13420524	+
NM_013742	chr7	150743135	150785995	-
NM_013743	chr6	5433351	5446278	-
NM_013744	chr11	50735288	50745137	-
NM_013745	chr14	76510698	76537186	+
NM_013746	chr7	107792410	107810908	-
NM_013747	chr12	103708120	103736117	+
NM_013748	chr5	39097699	39267932	-
NM_013749	chr17	23812412	23814416	-
NM_013750	chr1	137662662	137665711	+
NM_013751	chr16	29209781	29230616	+
NM_013752	chr4	15885114	15919736	+
NM_013753	chr10	60782405	60846271	-
NM_013754	chr19	29395844	29399808	-
NM_013755	chr3	20021970	20055015	-
NM_013756	chr8	19293361	19295339	+
NM_013757	chrX	130470924	130516351	-
NM_013758	chr19	53218487	53321816	+
NM_013759	chr17	24873538	24879723	+
NM_013760	chr12	45306884	45311055	-
NM_013761	chr11	74719861	74739300	-
NM_013762	chr15	79908211	79913836	-
NM_013763	chr5	135625581	135638532	+
NM_013764	chr6	83430208	83456963	-
NM_013765	chr10	128061585	128063562	-
NM_013766	chr13	27288529	27295618	+
NM_013767	chr15	79248282	79272487	-
NM_013768	chr14	55126019	55136307	-
NM_013769	chr10	80735933	80754012	-
NM_013770	chr11	120353151	120362475	+
NM_013771	chr2	23012025	23054780	+
NM_013772	chr12	106429255	106433609	+
NM_013773	chr12	106397914	106404835	+
NM_013774	chr12	106440632	106445203	+
NM_013775	chr12	106385243	106393435	+
NM_013776	chr12	106414568	106419355	+
NM_013777	chr13	4267418	4278645	-
NM_013778	chr13	4190433	4204849	+
NM_013779	chr7	69521865	69526526	+
NM_013780	chr12	54349664	55173162	+
NM_013781	chr2	32576575	32610527	+
NM_013782	chr7	148317185	148342053	+
NM_013783	chr4	154243694	154269639	+
NM_013784	chr1	107414999	107560253	-
NM_013785	chr9	107904979	107951113	+
NM_013786	chr10	127427992	127444564	-
NM_013787	chr15	9041739	9070210	-
NM_013788	chr7	69606757	69609396	-
NM_013789	chr7	53698529	53895177	-
NM_013790	chr16	20331377	20426467	-
NM_013791	chr6	31348828	31459477	+
NM_013792	chr11	100931408	100938985	+
NM_013793	chr6	129922111	130330680	-
NM_013795	chr9	44721331	44728825	-
NM_013796	chr16	5195373	5204105	-
NM_013797	chr6	141855802	141895483	-
NM_013799	chr7	137535008	137663094	-
NM_013800	chr9	31653629	31720870	-
NM_013803	chr16	36490671	36562220	-
NM_013805	chr16	18776940	18778355	+
NM_013806	chr19	43856798	43912708	+
NM_013807	chr4	116801260	116806568	-
NM_013808	chr7	56085768	56099041	-
NM_013809	chr7	27593946	27606216	+
NM_013810	chr11	5688486	5700983	+
NM_013811	chr17	30763881	31012209	+
NM_013812	chr5	124795448	124804637	-
NM_013813	chr17	69506150	69639327	+
NM_013814	chr18	24363845	24445317	+
NM_013815	chr12	55993976	56087323	-
NM_013818	chr15	79521326	79551909	+
NM_013819	chr17	37407179	37411430	+
NM_013820	chr6	82675021	82724448	-
NM_013821	chr3	98609427	98618366	-
NM_013822	chr2	136907187	136942256	-
NM_013823	chr5	151755182	151796392	+
NM_013825	chr2	60131817	60221288	-
NM_013826	chr13	115608445	115619628	+
NM_013827	chr5	108494693	108538238	+
NM_013829	chr2	135567566	135838804	+
NM_013830	chr13	34967363	34994747	+
NM_013831	chr18	78033289	78121618	+
NM_013832	chr5	121098821	121129619	+
NM_013833	chr18	66094293	66098743	-
NM_013834	chr8	24521974	24560104	+
NM_013835	chr1	145597921	145624181	-
NM_013836	chr15	82639055	82742564	-
NM_013837	chr5	130549196	130611603	+
NM_013838	chr9	8544142	8680741	+
NM_013839	chr2	91024218	91035192	-
NM_013840	chrX	20528791	20539104	-
NM_013841	chr3	95803755	95862378	-
NM_013842	chr11	5420644	5425996	+
NM_013843	chr17	21625952	21647441	+
NM_013844	chr5	139044880	139060971	-
NM_013845	chr4	99768396	100117411	+
NM_013846	chr13	53204686	53381478	-
NM_013847	chr15	78861304	78868786	+
NM_013848	chr4	118848062	118862616	-
NM_013849	chr14	22552618	22562101	-
NM_013850	chr10	79460360	79478317	+
NM_013851	chr11	109794720	109857130	-
NM_013852	chr16	20548676	20561676	+
NM_013853	chr5	24071159	24083285	-
NM_013854	chr17	36093764	36106695	-
NM_013855	chr17	24488968	24547149	+
NM_013859	chr19	6061207	6062468	+
NM_013860	chr9	123387819	123430670	+
NM_013861	chr6	43295000	43616277	-
NM_013862	chr1	162186703	162723069	-
NM_013863	chr7	135667097	135690493	+
NM_013864	chr14	52524946	52533163	-
NM_013865	chr2	156753078	156817847	-
NM_013866	chr15	103144326	103170517	-
NM_013867	chr3	122122698	122233100	+
NM_013868	chr4	140976694	140981225	+
NM_013869	chr14	61582671	61665692	-
NM_013870	chr11	3417525	3439295	-
NM_013871	chr15	88961014	88971133	-
NM_013872	chr15	81781536	81791360	-
NM_013873	chr15	83906527	83936184	-
NM_013874	chr7	30089024	30102605	+
NM_013875	chr10	20116858	20444884	-
NM_013876	chr4	109125462	109149110	-
NM_013877	chr7	13983504	13994227	+
NM_013878	chr19	4083519	4087339	+
NM_013879	chr5	115618700	115636130	-
NM_013880	chr17	50648872	50827819	+
NM_013881	chr11	61589100	61668594	-
NM_013882	chr15	85690376	85707003	+
NM_013883	chr4	120077886	120202804	+
NM_013884	chr9	110146287	110165080	+
NM_013885	chr4	134769885	134828675	-
NM_013886	chr7	89026142	89079345	-
NM_013887	chr14	35405529	35413328	-
NM_013888	chr10	62849311	62871588	+
NM_013889	chr4	34750359	34830197	-
NM_013890	chr2	34659884	34681755	-
NM_013891	chr17	27851392	27865896	-
NM_013892	chrX	7496948	7501536	+
NM_013893	chr6	78325868	78328859	-
NM_013895	chr10	80362195	80363714	-
NM_013896	chr12	72224159	72237662	-
NM_013897	chr9	50412006	50413425	+
NM_013898	chr10	11329022	11330236	-
NM_013899	chr2	84667178	84670370	+
NM_013900	chr16	31878896	31899105	+
NM_013901	chr3	90052114	90057534	+
NM_013902	chr12	66163419	66174925	-
NM_013903	chr9	7628231	7674968	+
NM_013904	chr10	30552165	30562589	-
NM_013905	chr4	122910799	122927113	+
NM_013906	chr9	30750147	30771423	+
NM_013907	chr19	45652747	45734683	-
NM_013908	chr2	25356298	25360990	+
NM_013909	chr15	76366158	76369176	-
NM_013910	chr5	123320685	123350359	-
NM_013911	chr9	20442193	20447250	-
NM_013912	chrX	45378323	45388030	-
NM_013913	chr4	98697645	98704883	+
NM_013914	chr8	124978106	124984592	-
NM_013915	chr1	179375952	179380897	+
NM_013917	chr11	43233750	43239483	-
NM_013918	chr16	77014314	77117025	+
NM_013919	chr1	173212084	173218092	-
NM_013920	chr3	3508030	3659800	+
NM_013921	chr17	24109094	24112197	-
NM_013922	chr11	50624587	50641233	-
NM_013923	chr15	36169689	36212902	-
NM_013924	chr13	23510230	23515735	-
NM_013925	chr8	114490808	114516202	-
NM_013926	chr11	118899750	118902227	-
NM_013927	chr4	19207997	19437770	+
NM_013928	chr3	68376290	68430404	+
NM_013929	chr12	113883039	113887363	+
NM_013930	chr6	23022173	23082986	-
NM_013931	chr17	25034451	25073922	-
NM_013932	chr9	35349433	35366055	-
NM_013933	chr17	65929393	65962895	-
NM_013935	chr2	13948458	13977662	-
NM_014193	chr1	137949478	138016399	+
NM_014194	chr6	130168623	130181705	-
NM_015728	chr3	63746246	63768655	-
NM_015729	chr11	116033197	116060359	-
NM_015730	chr2	180757016	180773882	-
NM_015731	chr2	168459938	168567300	-
NM_015732	chr11	108781663	108812095	+
NM_015733	chr4	141349527	141371893	+
NM_015734	chr2	27741945	27895030	+
NM_015735	chr19	10680115	10704311	+
NM_015736	chr2	65920823	65962850	-
NM_015737	chr10	98570769	98575881	+
NM_015738	chr15	78872315	78873988	+
NM_015739	chr5	24010244	24032666	-
NM_015740	chr10	128356970	128360580	-
NM_015741	chr11	99734703	99735314	+
NM_015742	chr8	73796613	73884611	+
NM_015743	chr4	48058177	48099318	+
NM_015744	chr15	54670456	54751701	-
NM_015745	chr14	34767208	34777402	+
NM_015747	chr2	129024509	129037348	+
NM_015748	chr19	41674747	41818346	-
NM_015749	chr11	3817083	3832047	-
NM_015750	chr1	89491125	89494415	+
NM_015751	chr8	82207341	82235639	-
NM_015752	chr19	46471386	46563294	+
NM_015753	chr2	44839032	44968799	-
NM_015754	chr2	144368001	144376595	-
NM_015755	chr16	90386642	90499798	+
NM_015756	chr5	93112461	93394785	+
NM_015758	chr4	114597752	114598618	-
NM_015759	chr13	49358479	49404577	-
NM_015760	chr7	94395159	94547218	+
